time,ix,iy,density,flux_x,flux_y
0,0.06122449,0.183673469,0,0,0
0,0.06122449,0.204081633,0.125,0.114768724,0.041734082
0,0.06122449,0.224489796,0.125,0.109551964,0.031300561
0,0.06122449,0.244897959,0,0,0
0,0.06122449,0.265306122,0,0,0
0,0.06122449,0.285714286,0,0,0
0,0.06122449,0.306122449,0,0,0
0,0.06122449,0.326530612,0,0,0
0,0.06122449,0.346938776,0,0,0
0,0.06122449,0.367346939,0.125,0.276488291,0.026083801
0,0.06122449,0.387755102,0,0,0
0,0.06122449,0.408163265,0.25,0.093901684,-0.020867041
0,0.06122449,0.428571429,0,0,0
0,0.06122449,0.448979592,0,0,0
0,0.06122449,0.469387755,0.125,0.104335204,0
0,0.06122449,0.489795918,0,0,0
0,0.06122449,0.510204082,0.375,0.156502806,0.062601122
0,0.06122449,0.530612245,0,0,0
0,0.06122449,0.551020408,0,0,0
0,0.06122449,0.571428571,0.125,0.359956454,-0.01043352
0,0.06122449,0.591836735,0,0,0
0,0.06122449,0.612244898,0,0,0
0,0.06122449,0.632653061,0,0,0
0,0.06122449,0.653061224,0,0,0
0,0.06122449,0.673469388,0.125,0.177369847,-0.036517321
0,0.06122449,0.693877551,0,0,0
0,0.06122449,0.714285714,0,0,0
0,0.06122449,0.734693878,0,0,0
0,0.06122449,0.755102041,0,0,0
0,0.06122449,0.775510204,0.25,0.125202245,-0.036517321
0,0.06122449,0.795918367,0,0,0
0,0.06122449,0.816326531,0,0,0
0,0.06122449,0.836734694,0.125,0.088684923,-0.026083801
0,0.06122449,0.857142857,0,0,0
0,0.06122449,0.87755102,0,0,0
0,0.06122449,0.897959184,0,0,0
0,0.06122449,0.918367347,0,0,0
0,0.06122449,0.93877551,0,0,0
0,0.06122449,0.959183673,0,0,0
0,0.06122449,0.979591837,0,0,0
0,0.06122449,1,0,0,0
0,0.081632653,0,0,0,0
0,0.081632653,0.020408163,0,0,0
0,0.081632653,0.040816327,0,0,0
0,0.081632653,0.06122449,0,0,0
0,0.081632653,0.081632653,0,0,0
0,0.081632653,0.102040816,0,0,0
0,0.081632653,0.12244898,0,0,0
0,0.081632653,0.142857143,0,0,0
0,0.081632653,0.163265306,0,0,0
0,0.081632653,0.183673469,0,0,0
0,0.081632653,0.204081633,0,0,0
0,0.081632653,0.224489796,0,0,0
0,0.081632653,0.244897959,0,0,0
0,0.081632653,0.265306122,0,0,0
0,0.081632653,0.285714286,0,0,0
0,0.081632653,0.306122449,0,0,0
0,0.081632653,0.326530612,0,0,0
0,0.081632653,0.346938776,0,0,0
0,0.081632653,0.367346939,0,0,0
0,0.081632653,0.387755102,0,0,0
0,0.081632653,0.408163265,0,0,0
0,0.081632653,0.428571429,0,0,0
0,0.081632653,0.448979592,0,0,0
0,0.081632653,0.469387755,0,0,0
0,0.081632653,0.489795918,0,0,0
0,0.081632653,0.510204082,0,0,0
0,0.081632653,0.530612245,0,0,0
0,0.081632653,0.551020408,0,0,0
0,0.081632653,0.571428571,0,0,0
0,0.081632653,0.591836735,0,0,0
0,0.081632653,0.612244898,0,0,0
0,0.081632653,0.632653061,0,0,0
0,0.081632653,0.653061224,0,0,0
0,0.081632653,0.673469388,0,0,0
0,0.081632653,0.693877551,0,0,0
0,0.081632653,0.714285714,0,0,0
0,0.081632653,0.734693878,0,0,0
0,0.081632653,0.755102041,0,0,0
0,0.081632653,0.775510204,0,0,0
0,0.081632653,0.795918367,0,0,0
0,0.081632653,0.816326531,0,0,0
0,0.081632653,0.836734694,0,0,0
0,0.081632653,0.857142857,0,0,0
0,0.081632653,0.87755102,0,0,0
0,0.081632653,0.897959184,0,0,0
0,0.081632653,0.918367347,0,0,0
0,0.081632653,0.93877551,0,0,0
0,0.081632653,0.959183673,0,0,0
0,0.081632653,0.979591837,0,0,0
0,0.081632653,1,0,0,0
0,0.102040816,0,0,0,0
0,0.102040816,0.020408163,0.25,0.026083801,0.046950842
0,0.102040816,0.040816327,0,0,0
0,0.102040816,0.06122449,0,0,0
0,0.102040816,0.081632653,0,0,0
0,0.102040816,0.102040816,0,0,0
0,0.102040816,0.12244898,0.125,0.213887168,0.093901684
0,0.102040816,0.142857143,0,0,0
0,0.102040816,0.163265306,0,0,0
0,0.102040816,0.183673469,0,0,0
0,0.102040816,0.204081633,0.125,0.088684923,0.026083801
0,0.102040816,0.224489796,0.375,-0.031300561,-0.125202245
0,0.102040816,0.244897959,0,0,0
0,0.102040816,0.265306122,0.125,0.093901684,0.020867041
0,0.102040816,0.285714286,0,0,0
0,0.102040816,0.306122449,0,0,0
0,0.102040816,0.326530612,0.125,0.427774337,0.088684923
0,0.102040816,0.346938776,0,0,0
0,0.102040816,0.367346939,0.125,0.203453648,0.031300561
0,0.102040816,0.387755102,0,0,0
0,0.102040816,0.408163265,0.125,0.161719566,0.015650281
0,0.102040816,0.428571429,0.125,0.104335204,0.01043352
0,0.102040816,0.448979592,0,0,0
0,0.102040816,0.469387755,0,0,0
0,0.102040816,0.489795918,0,0,0
0,0.102040816,0.510204082,0,0,0
0,0.102040816,0.530612245,0,0,0
0,0.102040816,0.551020408,0,0,0
0,0.102040816,0.571428571,0,0,0
0,0.102040816,0.591836735,0,0,0
0,0.102040816,0.612244898,0,0,0
0,0.102040816,0.632653061,0,0,0
0,0.102040816,0.653061224,0,0,0
0,0.102040816,0.673469388,0.125,0.427774337,-0.067817883
0,0.102040816,0.693877551,0,0,0
0,0.102040816,0.714285714,0,0,0
0,0.102040816,0.734693878,0,0,0
0,0.102040816,0.755102041,0,0,0
0,0.102040816,0.775510204,0,0,0
0,0.102040816,0.795918367,0,0,0
0,0.102040816,0.816326531,0,0,0
0,0.102040816,0.836734694,0,0,0
0,0.102040816,0.857142857,0,0,0
0,0.102040816,0.87755102,0,0,0
0,0.102040816,0.897959184,0,0,0
0,0.102040816,0.918367347,0,0,0
0,0.102040816,0.93877551,0.125,0.610360944,-0.307788852
0,0.102040816,0.959183673,0,0,0
0,0.102040816,0.979591837,0,0,0
0,0.102040816,1,0.125,0.302572092,-0.172153087
0,0.12244898,0,0,0,0
0,0.12244898,0.020408163,0.125,0.26083801,0.146069286
0,0.12244898,0.040816327,0,0,0
0,0.12244898,0.06122449,0,0,0
0,0.12244898,0.081632653,0,0,0
0,0.12244898,0.102040816,0,0,0
0,0.12244898,0.12244898,0.125,0.396473775,0.093901684
0,0.12244898,0.142857143,0,0,0
0,0.12244898,0.163265306,0.25,0.026083801,0.083468163
0,0.12244898,0.183673469,0,0,0
0,0.12244898,0.204081633,0,0,0
0,0.12244898,0.224489796,0.125,0.099118444,0.026083801
0,0.12244898,0.244897959,0,0,0
0,0.12244898,0.265306122,0.125,0.271271531,0.067817883
0,0.12244898,0.285714286,0,0,0
0,0.12244898,0.306122449,0,0,0
0,0.12244898,0.326530612,0,0,0
0,0.12244898,0.346938776,0,0,0
0,0.12244898,0.367346939,0,0,0
0,0.12244898,0.387755102,0,0,0
0,0.12244898,0.408163265,0,0,0
0,0.12244898,0.428571429,0,0,0
0,0.12244898,0.448979592,0,0,0
0,0.12244898,0.469387755,0,0,0
0,0.12244898,0.489795918,0,0,0
0,0.12244898,0.510204082,0,0,0
0,0.12244898,0.530612245,0,0,0
0,0.12244898,0.551020408,0,0,0
0,0.12244898,0.571428571,0,0,0
0,0.12244898,0.591836735,0,0,0
0,0.12244898,0.612244898,0.25,0.177369847,0.026083801
0,0.12244898,0.632653061,0,0,0
0,0.12244898,0.653061224,0,0,0
0,0.12244898,0.673469388,0,0,0
0,0.12244898,0.693877551,0,0,0
0,0.12244898,0.714285714,0.125,0.140852525,-0.031300561
0,0.12244898,0.734693878,0,0,0
0,0.12244898,0.755102041,0,0,0
0,0.12244898,0.775510204,0,0,0
0,0.12244898,0.795918367,0,0,0
0,0.12244898,0.816326531,0,0,0
0,0.12244898,0.836734694,0,0,0
0,0.12244898,0.857142857,0,0,0
0,0.12244898,0.87755102,0.125,0.422557576,-0.172153087
0,0.12244898,0.897959184,0,0,0
0,0.12244898,0.918367347,0,0,0
0,0.12244898,0.93877551,0,0,0
0,0.12244898,0.959183673,0,0,0
0,0.12244898,0.979591837,0,0,0
0,0.12244898,1,0,0,0
0,0.142857143,0,0,0,0
0,0.142857143,0.020408163,0,0,0
0,0.142857143,0.040816327,0,0,0
0,0.142857143,0.06122449,0,0,0
0,0.142857143,0.081632653,0,0,0
0,0.142857143,0.102040816,0,0,0
0,0.142857143,0.12244898,0,0,0
0,0.142857143,0.142857143,0,0,0
0,0.142857143,0.163265306,0,0,0
0,0.142857143,0.183673469,0,0,0
0,0.142857143,0.204081633,0,0,0
0,0.142857143,0.224489796,0,0,0
0,0.142857143,0.244897959,0,0,0
0,0.142857143,0.265306122,0,0,0
0,0.142857143,0.285714286,0,0,0
0,0.142857143,0.306122449,0,0,0
0,0.142857143,0.326530612,0,0,0
0,0.142857143,0.346938776,0,0,0
0,0.142857143,0.367346939,0,0,0
0,0.142857143,0.387755102,0,0,0
0,0.142857143,0.408163265,0,0,0
0,0.142857143,0.428571429,0,0,0
0,0.142857143,0.448979592,0,0,0
0,0.142857143,0.469387755,0,0,0
0,0.142857143,0.489795918,0,0,0
0,0.142857143,0.510204082,0,0,0
0,0.142857143,0.530612245,0,0,0
0,0.142857143,0.551020408,0,0,0
0,0.142857143,0.571428571,0,0,0
0,0.142857143,0.591836735,0,0,0
0,0.142857143,0.612244898,0,0,0
0,0.142857143,0.632653061,0,0,0
0,0.142857143,0.653061224,0,0,0
0,0.142857143,0.673469388,0,0,0
0,0.142857143,0.693877551,0,0,0
0,0.142857143,0.714285714,0,0,0
0,0.142857143,0.734693878,0,0,0
0,0.142857143,0.755102041,0,0,0
0,0.142857143,0.775510204,0,0,0
0,0.142857143,0.795918367,0,0,0
0,0.142857143,0.816326531,0,0,0
0,0.142857143,0.836734694,0,0,0
0,0.142857143,0.857142857,0,0,0
0,0.142857143,0.87755102,0,0,0
0,0.142857143,0.897959184,0,0,0
0,0.142857143,0.918367347,0,0,0
0,0.142857143,0.93877551,0,0,0
0,0.142857143,0.959183673,0,0,0
0,0.142857143,0.979591837,0,0,0
0,0.142857143,1,0,0,0
0,0.163265306,0,0,0,0
0,0.163265306,0.020408163,0.125,0.359956454,0.193020128
0,0.163265306,0.040816327,0,0,0
0,0.163265306,0.06122449,0,0,0
0,0.163265306,0.081632653,0,0,0
0,0.163265306,0.102040816,0,0,0
0,0.163265306,0.12244898,0,0,0
0,0.163265306,0.142857143,0,0,0
0,0.163265306,0.163265306,0,0,0
0,0.163265306,0.183673469,0,0,0
0,0.163265306,0.204081633,0,0,0
0,0.163265306,0.224489796,0,0,0
0,0.163265306,0.244897959,0,0,0
0,0.163265306,0.265306122,0,0,0
0,0.163265306,0.285714286,0,0,0
0,0.163265306,0.306122449,0.125,0.412124056,0.093901684
0,0.163265306,0.326530612,0.125,0.302572092,0.067817883
0,0.163265306,0.346938776,0,0,0
0,0.163265306,0.367346939,0,0,0
0,0.163265306,0.387755102,0,0,0
0,0.163265306,0.408163265,0,0,0
0,0.163265306,0.428571429,0,0,0
0,0.163265306,0.448979592,0,0,0
0,0.163265306,0.469387755,0,0,0
0,0.163265306,0.489795918,0,0,0
0,0.163265306,0.510204082,0,0,0
0,0.163265306,0.530612245,0.25,-0.187803367,-0.177369847
0,0.163265306,0.551020408,0,0,0
0,0.163265306,0.571428571,0,0,0
0,0.163265306,0.591836735,0,0,0
0,0.163265306,0.612244898,0,0,0
0,0.163265306,0.632653061,0.25,0.046950842,-0.020867041
0,0.163265306,0.653061224,0,0,0
0,0.163265306,0.673469388,0.125,0.104335204,-0.026083801
0,0.163265306,0.693877551,0,0,0
0,0.163265306,0.714285714,0.125,0.088684923,-0.026083801
0,0.163265306,0.734693878,0.25,0.078251403,-0.00521676
0,0.163265306,0.755102041,0,0,0
0,0.163265306,0.775510204,0,0,0
0,0.163265306,0.795918367,0,0,0
0,0.163265306,0.816326531,0.25,0.547759821,-0.25040449
0,0.163265306,0.836734694,0,0,0
0,0.163265306,0.857142857,0,0,0
0,0.163265306,0.87755102,0,0,0
0,0.163265306,0.897959184,0,0,0
0,0.163265306,0.918367347,0.125,0.25562125,-0.109551964
0,0.163265306,0.93877551,0.125,0.182586607,-0.099118444
0,0.163265306,0.959183673,0,0,0
0,0.163265306,0.979591837,0.125,0.166936327,-0.093901684
0,0.163265306,1,0.25,0.00521676,-0.203453648
0,0.183673469,0,0,0,0
0,0.183673469,0.020408163,0.125,0.307788852,-0.015650281
0,0.183673469,0.040816327,0,0,0
0,0.183673469,0.06122449,0.125,0.52167602,0.271271531
0,0.183673469,0.081632653,0,0,0
0,0.183673469,0.102040816,0,0,0
0,0.183673469,0.12244898,0,0,0
0,0.183673469,0.142857143,0,0,0
0,0.183673469,0.163265306,0.125,0.375606735,0.166936327
0,0.183673469,0.183673469,0,0,0
0,0.183673469,0.204081633,0,0,0
0,0.183673469,0.224489796,0,0,0
0,0.183673469,0.244897959,0,0,0
0,0.183673469,0.265306122,0,0,0
0,0.183673469,0.285714286,0,0,0
0,0.183673469,0.306122449,0.125,0.448641377,-0.193020128
0,0.183673469,0.326530612,0,0,0
0,0.183673469,0.346938776,0,0,0
0,0.183673469,0.367346939,0.125,0.25040449,0.041734082
0,0.183673469,0.387755102,0,0,0
0,0.183673469,0.408163265,0,0,0
0,0.183673469,0.428571429,0,0,0
0,0.183673469,0.448979592,0,0,0
0,0.183673469,0.469387755,0,0,0
0,0.183673469,0.489795918,0,0,0
0,0.183673469,0.510204082,0,0,0
0,0.183673469,0.530612245,0.25,0.062601122,0.00521676
0,0.183673469,0.551020408,0,0,0
0,0.183673469,0.571428571,0,0,0
0,0.183673469,0.591836735,0,0,0
0,0.183673469,0.612244898,0,0,0
0,0.183673469,0.632653061,0.125,0.099118444,-0.01043352
0,0.183673469,0.653061224,0,0,0
0,0.183673469,0.673469388,0.125,0.166936327,-0.026083801
0,0.183673469,0.693877551,0,0,0
0,0.183673469,0.714285714,0,0,0
0,0.183673469,0.734693878,0,0,0
0,0.183673469,0.755102041,0,0,0
0,0.183673469,0.775510204,0.125,0.276488291,-0.078251403
0,0.183673469,0.795918367,0,0,0
0,0.183673469,0.816326531,0,0,0
0,0.183673469,0.836734694,0,0,0
0,0.183673469,0.857142857,0,0,0
0,0.183673469,0.87755102,0,0,0
0,0.183673469,0.897959184,0,0,0
0,0.183673469,0.918367347,0,0,0
0,0.183673469,0.93877551,0.125,0.339089413,-0.114768724
0,0.183673469,0.959183673,0,0,0
0,0.183673469,0.979591837,0,0,0
0,0.183673469,1,0,0,0
0,0.204081633,0,0,0,0
0,0.204081633,0.020408163,0,0,0
0,0.204081633,0.040816327,0,0,0
0,0.204081633,0.06122449,0,0,0
0,0.204081633,0.081632653,0,0,0
0,0.204081633,0.102040816,0,0,0
0,0.204081633,0.12244898,0,0,0
0,0.204081633,0.142857143,0,0,0
0,0.204081633,0.163265306,0,0,0
0,0.204081633,0.183673469,0,0,0
0,0.204081633,0.204081633,0,0,0
0,0.204081633,0.224489796,0,0,0
0,0.204081633,0.244897959,0,0,0
0,0.204081633,0.265306122,0,0,0
0,0.204081633,0.285714286,0,0,0
0,0.204081633,0.306122449,0,0,0
0,0.204081633,0.326530612,0,0,0
0,0.204081633,0.346938776,0,0,0
0,0.204081633,0.367346939,0,0,0
0,0.204081633,0.387755102,0,0,0
0,0.204081633,0.408163265,0,0,0
0,0.204081633,0.428571429,0,0,0
0,0.204081633,0.448979592,0,0,0
0,0.204081633,0.469387755,0,0,0
0,0.204081633,0.489795918,0,0,0
0,0.204081633,0.510204082,0,0,0
0,0.204081633,0.530612245,0,0,0
0,0.204081633,0.551020408,0,0,0
0,0.204081633,0.571428571,0,0,0
0,0.204081633,0.591836735,0,0,0
0,0.204081633,0.612244898,0,0,0
0,0.204081633,0.632653061,0,0,0
0,0.204081633,0.653061224,0,0,0
0,0.204081633,0.673469388,0,0,0
0,0.204081633,0.693877551,0,0,0
0,0.204081633,0.714285714,0,0,0
0,0.204081633,0.734693878,0,0,0
0,0.204081633,0.755102041,0,0,0
0,0.204081633,0.775510204,0,0,0
0,0.204081633,0.795918367,0,0,0
0,0.204081633,0.816326531,0,0,0
0,0.204081633,0.836734694,0,0,0
0,0.204081633,0.857142857,0,0,0
0,0.204081633,0.87755102,0,0,0
0,0.204081633,0.897959184,0,0,0
0,0.204081633,0.918367347,0,0,0
0,0.204081633,0.93877551,0,0,0
0,0.204081633,0.959183673,0,0,0
0,0.204081633,0.979591837,0,0,0
0,0.204081633,1,0,0,0
0,0.224489796,0,0,0,0
0,0.224489796,0.020408163,0,0,0
0,0.224489796,0.040816327,0,0,0
0,0.224489796,0.06122449,0,0,0
0,0.224489796,0.081632653,0,0,0
0,0.224489796,0.102040816,0,0,0
0,0.224489796,0.12244898,0.125,0.375606735,0.187803367
0,0.224489796,0.142857143,0,0,0
0,0.224489796,0.163265306,0,0,0
0,0.224489796,0.183673469,0,0,0
0,0.224489796,0.204081633,0,0,0
0,0.224489796,0.224489796,0,0,0
0,0.224489796,0.244897959,0,0,0
0,0.224489796,0.265306122,0,0,0
0,0.224489796,0.285714286,0,0,0
0,0.224489796,0.306122449,0,0,0
0,0.224489796,0.326530612,0,0,0
0,0.224489796,0.346938776,0,0,0
0,0.224489796,0.367346939,0,0,0
0,0.224489796,0.387755102,0,0,0
0,0.224489796,0.408163265,0.125,0.161719566,0.015650281
0,0.224489796,0.428571429,0,0,0
0,0.224489796,0.448979592,0,0,0
0,0.224489796,0.469387755,0,0,0
0,0.224489796,0.489795918,0,0,0
0,0.224489796,0.510204082,0.125,0.146069286,0.00521676
0,0.224489796,0.530612245,0.125,0.187803367,0.01043352
0,0.224489796,0.551020408,0,0,0
0,0.224489796,0.571428571,0,0,0
0,0.224489796,0.591836735,0,0,0
0,0.224489796,0.612244898,0.25,0.239970969,0.026083801
0,0.224489796,0.632653061,0,0,0
0,0.224489796,0.653061224,0,0,0
0,0.224489796,0.673469388,0.125,0.151286046,-0.026083801
0,0.224489796,0.693877551,0,0,0
0,0.224489796,0.714285714,0,0,0
0,0.224489796,0.734693878,0,0,0
0,0.224489796,0.755102041,0,0,0
0,0.224489796,0.775510204,0,0,0
0,0.224489796,0.795918367,0,0,0
0,0.224489796,0.816326531,0.125,0.438207857,-0.166936327
0,0.224489796,0.836734694,0,0,0
0,0.224489796,0.857142857,0,0,0
0,0.224489796,0.87755102,0,0,0
0,0.224489796,0.897959184,0,0,0
0,0.224489796,0.918367347,0,0,0
0,0.224489796,0.93877551,0,0,0
0,0.224489796,0.959183673,0,0,0
0,0.224489796,0.979591837,0,0,0
0,0.224489796,1,0.125,0.281705051,-0.177369847
0,0.244897959,0,0,0,0
0,0.244897959,0.020408163,0,0,0
0,0.244897959,0.040816327,0,0,0
0,0.244897959,0.06122449,0,0,0
0,0.244897959,0.081632653,0,0,0
0,0.244897959,0.102040816,0,0,0
0,0.244897959,0.12244898,0,0,0
0,0.244897959,0.142857143,0,0,0
0,0.244897959,0.163265306,0,0,0
0,0.244897959,0.183673469,0,0,0
0,0.244897959,0.204081633,0,0,0
0,0.244897959,0.224489796,0,0,0
0,0.244897959,0.244897959,0,0,0
0,0.244897959,0.265306122,0,0,0
0,0.244897959,0.285714286,0,0,0
0,0.244897959,0.306122449,0,0,0
0,0.244897959,0.326530612,0,0,0
0,0.244897959,0.346938776,0,0,0
0,0.244897959,0.367346939,0,0,0
0,0.244897959,0.387755102,0,0,0
0,0.244897959,0.408163265,0,0,0
0,0.244897959,0.428571429,0,0,0
0,0.244897959,0.448979592,0,0,0
0,0.244897959,0.469387755,0,0,0
0,0.244897959,0.489795918,0,0,0
0,0.244897959,0.510204082,0,0,0
0,0.244897959,0.530612245,0,0,0
0,0.244897959,0.551020408,0,0,0
0,0.244897959,0.571428571,0,0,0
0,0.244897959,0.591836735,0,0,0
0,0.244897959,0.612244898,0,0,0
0,0.244897959,0.632653061,0,0,0
0,0.244897959,0.653061224,0,0,0
0,0.244897959,0.673469388,0,0,0
0,0.244897959,0.693877551,0,0,0
0,0.244897959,0.714285714,0,0,0
0,0.244897959,0.734693878,0,0,0
0,0.244897959,0.755102041,0,0,0
0,0.244897959,0.775510204,0,0,0
0,0.244897959,0.795918367,0,0,0
0,0.244897959,0.816326531,0,0,0
0,0.244897959,0.836734694,0,0,0
0,0.244897959,0.857142857,0,0,0
0,0.244897959,0.87755102,0,0,0
0,0.244897959,0.897959184,0,0,0
0,0.244897959,0.918367347,0,0,0
0,0.244897959,0.93877551,0,0,0
0,0.244897959,0.959183673,0,0,0
0,0.244897959,0.979591837,0,0,0
0,0.244897959,1,0,0,0
0,0.265306122,0,0,0,0
0,0.265306122,0.020408163,0.125,0.239970969,0.135635765
0,0.265306122,0.040816327,0,0,0
0,0.265306122,0.06122449,0,0,0
0,0.265306122,0.081632653,0,0,0
0,0.265306122,0.102040816,0,0,0
0,0.265306122,0.12244898,0,0,0
0,0.265306122,0.142857143,0,0,0
0,0.265306122,0.163265306,0,0,0
0,0.265306122,0.183673469,0,0,0
0,0.265306122,0.204081633,0,0,0
0,0.265306122,0.224489796,0,0,0
0,0.265306122,0.244897959,0,0,0
0,0.265306122,0.265306122,0.125,0.532109541,0.182586607
0,0.265306122,0.285714286,0,0,0
0,0.265306122,0.306122449,0,0,0
